address_name,id,name,type,full_name,purpose_name,address_comment,building_name,is_deleted
"Краснобогатырская улица, 90 ст1",70000001048544406,"Zemsclinic, стоматологическая клиника",branch,,,1 этаж; 3 подъезд,,
"Петровско-Разумовская аллея, 10 к2",70000001081125154,"Новостом, стоматологический центр",branch,,,,,
"Садовая-Каретная улица, 24/7",4504127908410113,"Дента-Эль, сеть стоматологических клиник",branch,,,1 этаж,,
"Большой Николопесковский переулок, 13 ст1",4504127909059691,"Имплант тайм, стоматологический центр",branch,,,1 этаж,,
"Лялин переулок, 7/2 ст4",70000001106135395,Центр Имплантации Доктора Федорова,branch,"Москва, Лялин переулок, 7/2 ст4",Государственное учреждение,1-3 этаж,,
"Школьная улица, 2",70000001022079443,"Город здоровья, клиника",branch,,,"1, 2 этаж",,
"улица Правды, 24 ст4",70000001036482843,"iOrtho, ортодонтическая клиника",branch,,,1 этаж,,
"улица Ленина, 44",70000001022949151,"Новая медицина, медицинский центр",branch,,,1 корпус,,
"улица Маршала Захарова, 10 к1",70000001035798703,МедСемья Орехово,branch,,,1 этаж,,
"Ленинградский проспект, 66",4504127918812568,"Ортодонт-Комплекс, стоматологический центр",branch,,,1 этаж,,
"Одесская улица, 2 к C",70000001028356644,"Лотос, стоматологическая клиника",branch,,,4 этаж,,
"Страстной бульвар, 4 ст1",70000001067763648,"Новый формат, стоматологическая клиника",branch,,,2 этаж,,
"улица Советской Армии, 17/52",4504127908369791,"Агами, стоматологическая клиника",branch,,,1 этаж,,
"Люсиновская улица, 72",70000001038331945,"Regale, центр инновационной стоматологии",branch,,,1 этаж,,
"Новорязанская улица, 38 ст3",4504127911583503,"СеллаДент на Бауманской, стоматологический центр",branch,"Москва, Новорязанская улица, 38 ст3",Медицинское учреждение,,,
"Большая Семёновская улица, 32",70000001007102633,"Мой Ортодонт, стоматологический центр",branch,,,1 этаж,,
"Багратионовский проезд, 7 к20в",70000001022902768,"Сити-Дент, стоматологическая клиника",branch,,,9 офис; 2 этаж,,
"Вернадского проспект, 8а",70000001059321090,"Доктор Левин, центр приватной стоматологии",branch,,,1 этаж,,
"Нижняя Первомайская улица, 81",4504127920444237,"Онмед, многопрофильный медицинский центр",branch,,,1 этаж,,
"Большой Факельный переулок, 22",70000001053886707,Лёгкая стоматология,branch,,,1 этаж,,
"улица Обручева, 11а",70000001048778875,"Dentaklad, стоматология",branch,,,1 этаж,,
"Орлово-Давыдовский переулок, 8",70000001079653927,"Пумпа Клиника, стоматология",branch,,,,,
"Малая Пироговская улица, 16",70000001050187676,"Альфа-Клиник, стоматологический центр",branch,,,1 этаж,,
"Шарикоподшипниковская улица, 13а",4504127908649817,"Клиника №1, медицинский центр",branch,,,2 этаж,,
